profile_pic,username_num_length,fullname_words,fullname_num_length,name_eq_username,description_length,external_url,private,num_posts,num_followers,num_follows,fake,followers_following_ratio,profile_pic_outlier_iqr,profile_pic_outlier_p,profile_pic_orig,profile_pic_capped,username_num_length_outlier_iqr,username_num_length_outlier_p,username_num_length_orig,username_num_length_capped,fullname_words_outlier_iqr,fullname_words_outlier_p,fullname_words_orig,fullname_words_capped,fullname_num_length_outlier_iqr,fullname_num_length_outlier_p,fullname_num_length_orig,fullname_num_length_capped,name_eq_username_outlier_iqr,name_eq_username_outlier_p,name_eq_username_orig,name_eq_username_capped,description_length_outlier_iqr,description_length_outlier_p,description_length_orig,description_length_capped,external_url_outlier_iqr,external_url_outlier_p,external_url_orig,external_url_capped,private_outlier_iqr,private_outlier_p,private_orig,private_capped,num_posts_outlier_iqr,num_posts_outlier_p,num_posts_orig,num_posts_capped,num_followers_outlier_iqr,num_followers_outlier_p,num_followers_orig,num_followers_capped,num_follows_outlier_iqr,num_follows_outlier_p,num_follows_orig,num_follows_capped,fake_outlier_iqr,fake_outlier_p,fake_orig,fake_capped,followers_following_ratio_outlier_iqr,followers_following_ratio_outlier_p,followers_following_ratio_orig,followers_following_ratio_capped,log_num_followers,log_num_posts,followers_following_ratio_clipped,profile_pic_capped_rob,username_num_length_capped_rob,fullname_words_capped_rob,fullname_num_length_capped_rob,name_eq_username_capped_rob,description_length_capped_rob,external_url_capped_rob,private_capped_rob,num_posts_capped_rob,num_followers_capped_rob,num_follows_capped_rob,fake_capped_rob,followers_following_ratio_capped_rob,log_num_followers_rob,log_num_posts_rob,followers_following_ratio_clipped_rob
1,0.0,2,0.0,0,54,0,0,648,9884,1173,0,8.419080068143101,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,1,0,648,648.0,1,0,9884,9884.0,0,0,1173,1173.0,0,0,0,0,1,0,8.419080068143101,8.419080068143101,9.198773735604718,6.47543271670409,8.419080068143101,0.0,-0.29690342244168033,1.0,0.0,0.0,1.696,0.0,0.0,7.8765432098765435,14.846036585365853,1.74671669793621,-0.5,5.714632851057003,1.487769045963079,0.925300028232365,5.714632851057003
1,0.0,2,0.0,0,54,1,0,76,1188,365,0,3.2459016393442623,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,54,54,1,0,1,1,0,0,0,0,0,0,76,76.0,0,0,1188,1188.0,0,0,365,365.0,0,0,0,0,0,0,3.2459016393442623,3.2459016393442623,7.080867896690782,4.343805421853684,3.2459016393442623,0.0,-0.29690342244168033,1.0,0.0,0.0,1.696,1.0,0.0,0.8148148148148148,1.5899390243902438,0.23076923076923078,-0.5,1.8366035154210023,0.7402412103494709,0.4415779721531747,1.8366035154210023
1,0.0,2,0.0,0,0,1,0,298,945,583,0,1.6181506849315068,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,298,298.0,0,0,945,945.0,0,0,583,583.0,0,0,0,0,0,0,1.6181506849315068,1.6181506849315068,6.852242569051878,5.700443573390687,1.6181506849315068,0.0,-0.29690342244168033,1.0,0.0,0.0,-0.032,1.0,0.0,3.5555555555555554,1.2195121951219512,0.6397748592870544,-0.5,0.6163738173342393,0.6595465008887323,0.7494346962635706,0.6163738173342393
1,0.0,2,0.0,0,103,1,0,117,12033,248,0,48.32530120481928,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,103,103,1,0,1,1,0,0,0,0,0,0,117,117.0,1,0,12033,12033.0,0,0,248,248.0,0,0,0,0,1,0,48.32530120481928,48.32530120481928,9.395491255780296,4.770684624465665,48.32530120481928,0.0,-0.29690342244168033,1.0,0.0,0.0,3.264,1.0,0.0,1.3209876543209877,18.121951219512194,0.01125703564727955,-0.5,35.629993083149515,1.557201699380539,0.5384480423027521,35.629993083149515
1,0.0,2,0.0,0,98,1,0,487,1962,2701,0,0.7261287934863064,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,98,98,1,0,1,1,0,0,0,0,1,0,487,487.0,1,0,1962,1962.0,1,0,2701,2701.0,0,0,0,0,0,0,0.7261287934863064,0.7261287934863064,7.5822291942764615,6.1903154058531475,0.7261287934863064,0.0,-0.29690342244168033,1.0,0.0,0.0,3.104,1.0,0.0,5.888888888888889,2.769817073170732,4.613508442776736,-0.5,-0.052322828386757114,0.9171997506011195,0.8605994437719532,-0.052322828386757114
1,0.0,3,0.0,0,46,0,0,254,50374,900,0,55.90899001109878,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,1,0,254,254.0,1,0,50374,50374.0,0,0,900,900.0,0,0,0,0,1,0,55.90899001109878,55.90899001109878,10.827250299248984,5.541263545158426,55.90899001109878,0.0,-0.29690342244168033,2.0,0.0,0.0,1.44,0.0,0.0,3.0123456790123457,76.5685975609756,1.2345215759849906,-0.5,41.315041079824724,2.062549821671565,0.7133125792643807,41.315041079824724
1,0.0,3,0.0,0,0,0,0,59,7007,289,0,24.162068965517243,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59.0,1,0,7007,7007.0,0,0,289,289.0,0,0,0,0,1,0,24.162068965517243,24.162068965517243,8.854807632616227,4.0943445622221,24.162068965517243,0.0,-0.29690342244168033,2.0,0.0,0.0,-0.032,0.0,0.0,0.6049382716049383,10.460365853658537,0.08818011257035648,-0.5,17.516230962333513,1.366364103511394,0.38496877024260323,17.516230962333513
1,0.29,3,0.0,0,48,0,0,1570,1128,694,0,1.623021582733813,0,0,1,1,0,0,0.29,0.29,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,1,1,1570,1063.1000000000022,0,0,1128,1128.0,0,0,694,694.0,0,0,0,0,0,0,1.623021582733813,1.623021582733813,7.029087564149662,6.969884650447688,1.623021582733813,0.0,0.6684425019970772,2.0,0.0,0.0,1.504,0.0,0.0,13.001234567901262,1.4984756097560976,0.8480300187617261,-0.5,0.6200252445618547,0.7219650248833288,1.0375041206647475,0.6200252445618547
1,0.0,2,0.0,0,63,1,0,378,34670,1878,0,18.45130388504524,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,63,63,1,0,1,1,0,0,0,0,1,0,378,378.0,1,0,34670,34670.0,1,0,1878,1878.0,0,0,0,0,1,0,18.45130388504524,18.45130388504524,10.453658881643552,5.937536205082426,18.45130388504524,0.0,-0.29690342244168033,1.0,0.0,0.0,1.984,1.0,0.0,4.54320987654321,52.62957317073171,3.069418386491557,-0.5,13.235204352520965,1.9306884430044107,0.8032372233564707,13.235204352520965
1,0.0,2,0.0,0,106,1,0,526,2338,776,0,3.009009009009009,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,106,106,1,0,1,1,0,0,0,0,1,0,526,526.0,1,0,2338,2338.0,0,0,776,776.0,0,0,0,0,0,0,3.009009009009009,3.009009009009009,7.757478766584179,6.267200548541362,3.009009009009009,0.0,-0.29690342244168033,1.0,0.0,0.0,3.36,1.0,0.0,6.37037037037037,3.3429878048780486,1.00187617260788,-0.5,1.6590189641668143,0.9790551603518086,0.878046696109607,1.6590189641668143
1,0.0,2,0.0,0,40,0,0,228,3516,999,0,3.516,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,0,228,228.0,1,0,3516,3516.0,0,0,999,999.0,0,0,0,0,0,0,3.516,3.516,8.165363632473982,5.43372200355424,3.516,0.0,-0.29690342244168033,1.0,0.0,0.0,1.248,0.0,0.0,2.691358024691358,5.138719512195122,1.4202626641651033,-0.5,2.0390804607935116,1.1230206215993714,0.6889085871854779,2.0390804607935116
1,0.0,1,0.0,0,35,1,1,35,1809,416,0,4.338129496402877,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,35,35,1,0,1,1,1,0,1,1,0,0,35,35.0,1,0,1809,1809.0,0,0,416,416.0,0,0,0,0,1,0,4.338129496402877,4.338129496402877,7.501082124259871,3.58351893845611,4.338129496402877,0.0,-0.29690342244168033,0.0,0.0,0.0,1.088,1.0,1.0,0.30864197530864196,2.5365853658536586,0.32645403377110693,-0.5,2.6553828653255525,0.8885583953050813,0.2690490587513124,2.6553828653255525
1,0.0,2,0.0,0,30,0,0,281,427,470,0,0.9065817409766456,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,1,0,281,281.0,0,0,427,427.0,0,0,470,470.0,0,0,0,0,0,0,0.9065817409766456,0.9065817409766456,6.059123195581797,5.641907070938114,0.9065817409766456,0.0,-0.29690342244168033,1.0,0.0,0.0,0.928,0.0,0.0,3.345679012345679,0.4298780487804878,0.4277673545966229,-0.5,0.08295219328536504,0.37961016106668455,0.7361512309080426,0.08295219328536504
1,0.0,1,0.0,0,27,0,0,285,759,956,0,0.7931034482758621,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,1,0,285,285.0,0,0,759,759.0,0,0,956,956.0,0,0,0,0,0,0,0.7931034482758621,0.7931034482758621,6.633318433280377,5.655991810819852,0.7931034482758621,0.0,-0.29690342244168033,0.0,0.0,0.0,0.832,0.0,0.0,3.3950617283950617,0.9359756097560976,1.3395872420262664,-0.5,-0.002115846433053721,0.5822758865063807,0.7393474272372013,-0.002115846433053721
1,0.0,0,0.0,0,0,0,0,148,15338538,61,0,247395.7741935484,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148.0,1,1,15338538,675367.1200000026,0,0,61,61.0,0,0,0,0,1,1,247395.7741935484,7074.528523109075,13.423013184161299,5.003946305945459,247395.7741935484,0.0,-0.29690342244168033,-1.0,0.0,0.0,-0.032,0.0,0.0,1.7037037037037037,1029.3020121951258,-0.3395872420262664,-0.5,5302.763649443724,2.978740228002226,0.5913812264679574,185457.5473117085
1,0.0,1,0.0,0,109,1,1,57,109,179,0,0.6055555555555555,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,1,0,109,109,1,0,1,1,1,0,1,1,0,0,57,57.0,0,0,109,109.0,0,0,179,179.0,0,0,0,0,0,0,0.6055555555555555,0.6055555555555555,4.700480365792417,4.060443010546419,0.6055555555555555,0.0,-0.29690342244168033,0.0,0.0,0.0,3.456,1.0,1.0,0.5802469135802469,-0.054878048780487805,-0.11819887429643527,-0.5,-0.1427095336248829,-0.09993114585242545,0.3772756203563862,-0.1427095336248829
1,0.0,6,0.0,0,0,0,1,17,536,665,0,0.8048048048048048,0,0,1,1,0,0,0.0,0.0,1,1,6,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,17,17.0,0,0,536,536.0,0,0,665,665.0,0,0,0,0,0,0,0.8048048048048048,0.8048048048048048,6.285998094508865,2.8903717578961645,0.8048048048048048,0.0,-0.29690342244168033,3.0,0.0,0.0,-0.032,0.0,1.0,0.08641975308641975,0.5960365853658537,0.7936210131332082,-0.5,0.0066559762501456786,0.4596870459941921,0.11175581140176548,0.0066559762501456786
1,0.0,2,0.0,0,132,1,0,511,121354,176,0,685.6158192090395,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,132,132,1,0,1,1,0,0,0,0,1,0,511,511.0,1,0,121354,121354.0,0,0,176,176.0,0,0,0,0,1,0,685.6158192090395,685.6158192090395,11.70647541343736,6.238324625039508,685.6158192090395,0.0,-0.29690342244168033,1.0,0.0,0.0,4.192,1.0,0.0,6.185185185185185,184.76981707317074,-0.12382739212007504,-0.5,513.3694250703951,2.3728777099800467,0.8714939928667622,513.3694250703951
1,0.0,2,0.0,0,126,1,0,230,2284,130,0,17.435114503816795,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,126,126,1,0,1,1,0,0,0,0,1,0,230,230.0,1,0,2284,2284.0,0,0,130,130.0,0,0,0,0,1,0,17.435114503816795,17.435114503816795,7.734121303328305,5.442417710521793,17.435114503816795,0.0,-0.29690342244168033,1.0,0.0,0.0,4.0,1.0,0.0,2.7160493827160495,3.260670731707317,-0.2101313320825516,-0.5,12.473426601143322,0.9708110006577017,0.6908818708188638,12.473426601143322
1,0.0,2,0.0,0,122,0,1,15,186,174,0,1.062857142857143,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,122,122,0,0,0,0,1,0,1,1,0,0,15,15.0,0,0,186,186.0,0,0,174,174.0,0,0,0,0,0,0,1.062857142857143,1.062857142857143,5.231108616854587,2.772588722239781,1.062857142857143,0.0,-0.29690342244168033,1.0,0.0,0.0,3.872,0.0,1.0,0.06172839506172839,0.0625,-0.1275797373358349,-0.5,0.20010272293983722,0.0873573448556155,0.08502775611902776,0.20010272293983722
1,0.0,2,0.0,0,138,0,1,980,687,1517,0,0.4525691699604743,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,1,138,135,0,0,0,0,1,0,1,1,1,0,980,980.0,0,0,687,687.0,1,0,1517,1517.0,0,0,0,0,0,0,0.4525691699604743,0.4525691699604743,6.5337888379333435,6.8885724595653635,0.4525691699604743,0.0,-0.29690342244168033,1.0,0.0,0.0,4.288,0.0,1.0,11.975308641975309,0.8262195121951219,2.3921200750469045,-0.5,-0.25739448011500443,0.5471463063228637,1.0190522551566819,-0.25739448011500443
1,0.13,0,0.0,0,0,0,1,53,966,952,0,1.0136411332633788,0,0,1,1,0,0,0.13,0.13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,53,53.0,0,0,966,966.0,0,0,952,952.0,0,0,0,0,0,0,1.0136411332633788,1.0136411332633788,6.874198495453294,3.9889840465642745,1.0136411332633788,0.0,0.13583785403086618,-1.0,0.0,0.0,-0.032,0.0,1.0,0.5308641975308642,1.2515243902439024,1.3320825515947468,-0.5,0.16320835874682094,0.6672959795672362,0.3610597100674548,0.16320835874682094
1,0.0,2,0.0,0,50,0,1,111,177,170,0,1.0350877192982455,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,1,1,0,0,111,111.0,0,0,177,177.0,0,0,170,170.0,0,0,0,0,0,0,1.0350877192982455,1.0350877192982455,5.181783550292085,4.718498871295094,1.0350877192982455,0.0,-0.29690342244168033,1.0,0.0,0.0,1.568,0.0,1.0,1.2469135802469136,0.04878048780487805,-0.1350844277673546,-0.5,0.1792856100802465,0.06994776055234353,0.5266057282722023,0.1792856100802465
1,0.0,2,0.0,0,35,0,0,719,744,967,0,0.768595041322314,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,1,0,719,719.0,0,0,744,744.0,0,0,967,967.0,0,0,0,0,0,0,0.768595041322314,0.768595041322314,6.61338421837956,6.579251212010101,0.768595041322314,0.0,-0.29690342244168033,1.0,0.0,0.0,1.088,0.0,0.0,8.753086419753087,0.913109756097561,1.3602251407129455,-0.5,-0.020488365850991726,0.5752399832827011,0.9488591636073863,-0.020488365850991726
1,0.0,2,0.0,0,56,1,0,1164,542073,674,0,803.0711111111111,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,56,56,1,0,1,1,0,0,0,0,1,1,1164,1063.1000000000022,1,0,542073,542073.0,0,0,674,674.0,0,0,0,0,1,0,803.0711111111111,803.0711111111111,13.203157802467539,6.969884650447688,803.0711111111111,0.0,-0.29690342244168033,1.0,0.0,0.0,1.76,1.0,0.0,13.001234567901262,826.109756097561,0.8105065666041276,-0.5,601.4187885112932,2.901140924668789,1.0375041206647475,601.4187885112932
1,0.18,2,0.0,0,9,0,0,497,5315651,2703,0,1965.8472633136096,0,0,1,1,0,0,0.18,0.18,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,1,0,497,497.0,1,1,5315651,675367.1200000026,1,0,2703,2703.0,0,0,0,0,1,0,1965.8472633136096,1965.8472633136096,13.423013184161299,6.210600077024653,1965.8472633136096,0.0,0.3022768065203071,1.0,0.0,0.0,0.256,0.0,0.0,6.012345679012346,1029.3020121951258,4.617260787992495,-0.5,1473.0840695532713,2.978740228002226,0.8652025668740428,1473.0840695532713
1,0.33,0,0.0,0,0,0,1,18,267,328,0,0.8115501519756839,0,0,1,1,0,0,0.33,0.33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,18,18.0,0,0,267,267.0,0,0,328,328.0,0,0,0,0,0,0,0.8115501519756839,0.8115501519756839,5.5909869805108565,2.9444389791664403,0.8115501519756839,0.0,0.8015936639886301,-1.0,0.0,0.0,-0.032,0.0,1.0,0.09876543209876543,0.18597560975609756,0.16135084427767354,-0.5,0.011712568549783881,0.21437861715452539,0.12402507981586773,0.011712568549783881
1,0.0,2,0.0,0,81,0,0,50,691,680,0,1.014684287812041,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,81,81,0,0,0,0,0,0,0,0,0,0,50,50.0,0,0,691,691.0,0,0,680,680.0,0,0,0,0,0,0,1.014684287812041,1.014684287812041,6.539585955617669,3.9318256327243257,1.014684287812041,0.0,-0.29690342244168033,1.0,0.0,0.0,2.56,0.0,0.0,0.49382716049382713,0.8323170731707317,0.8217636022514071,-0.5,0.16399035070727483,0.5491924345103111,0.3480889691074008,0.16399035070727483
1,0.0,2,0.0,0,134,0,1,74,120,112,0,1.0619469026548674,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,134,134,0,0,0,0,1,0,1,1,0,0,74,74.0,0,0,120,120.0,0,0,112,112.0,0,0,0,0,0,0,1.0619469026548674,1.0619469026548674,4.795790545596741,4.31748811353631,1.0619469026548674,0.0,-0.29690342244168033,1.0,0.0,0.0,4.256,0.0,1.0,0.7901234567901234,-0.038109756097560975,-0.24390243902439024,-0.5,0.19942036909191097,-0.06629083422383754,0.43560588570048947,0.19942036909191097
1,0.0,2,0.0,0,0,0,0,8,105,98,0,1.0606060606060606,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.0,0,0,105,105.0,0,0,98,98.0,0,0,0,0,0,0,1.0606060606060606,1.0606060606060606,4.663439094112067,2.1972245773362196,1.0606060606060606,0.0,-0.29690342244168033,1.0,0.0,0.0,-0.032,0.0,0.0,-0.024691358024691357,-0.06097560975609756,-0.2701688555347092,-0.5,0.1984152182216491,-0.11300508952774321,-0.045537435947781334,0.1984152182216491
1,0.0,0,0.0,0,2,0,0,7389,890969,11,0,74247.41666666667,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,7389,1063.1000000000022,1,1,890969,675367.1200000026,0,0,11,11.0,0,0,0,0,1,1,74247.41666666667,7074.528523109075,13.423013184161299,6.969884650447688,74247.41666666667,0.0,-0.29690342244168033,-1.0,0.0,0.0,0.032,0.0,0.0,13.001234567901262,1029.3020121951258,-0.4333958724202627,-0.5,5302.763649443724,2.978740228002226,1.0375041206647475,55658.349555765766
