profile_pic,username_num_length,fullname_words,fullname_num_length,name_eq_username,description_length,external_url,private,num_posts,num_followers,num_follows,fake,followers_following_ratio,profile_pic_outlier_iqr,profile_pic_outlier_p,profile_pic_orig,profile_pic_capped,username_num_length_outlier_iqr,username_num_length_outlier_p,username_num_length_orig,username_num_length_capped,fullname_words_outlier_iqr,fullname_words_outlier_p,fullname_words_orig,fullname_words_capped,fullname_num_length_outlier_iqr,fullname_num_length_outlier_p,fullname_num_length_orig,fullname_num_length_capped,name_eq_username_outlier_iqr,name_eq_username_outlier_p,name_eq_username_orig,name_eq_username_capped,description_length_outlier_iqr,description_length_outlier_p,description_length_orig,description_length_capped,external_url_outlier_iqr,external_url_outlier_p,external_url_orig,external_url_capped,private_outlier_iqr,private_outlier_p,private_orig,private_capped,num_posts_outlier_iqr,num_posts_outlier_p,num_posts_orig,num_posts_capped,num_followers_outlier_iqr,num_followers_outlier_p,num_followers_orig,num_followers_capped,num_follows_outlier_iqr,num_follows_outlier_p,num_follows_orig,num_follows_capped,fake_outlier_iqr,fake_outlier_p,fake_orig,fake_capped,followers_following_ratio_outlier_iqr,followers_following_ratio_outlier_p,followers_following_ratio_orig,followers_following_ratio_capped,log_num_followers,log_num_posts,followers_following_ratio_clipped,profile_pic_capped_std,username_num_length_capped_std,fullname_words_capped_std,fullname_num_length_capped_std,name_eq_username_capped_std,description_length_capped_std,external_url_capped_std,private_capped_std,num_posts_capped_std,num_followers_capped_std,num_follows_capped_std,fake_capped_std,followers_following_ratio_capped_std,log_num_followers_std,log_num_posts_std,followers_following_ratio_clipped_std
1,0.0,2,0.0,0,54,0,0,648,9884,1173,0,8.419080068143101,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,1,0,648,648.0,1,0,9884,9884.0,0,0,1173,1173.0,0,0,0,0,1,0,8.419080068143101,8.419080068143101,9.198773735604718,6.47543271670409,8.419080068143101,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,1.0038208260269552,-0.22844813894744725,-0.5431402167040248,3.074294461514825,-0.03987983662651432,1.0497743889506201,-1.0,-0.12920795825480405,1.6903096045509032,1.8342143056741387,-0.07005936047724194
1,0.0,2,0.0,0,54,1,0,76,1188,365,0,3.2459016393442623,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,54,54,1,0,1,1,0,0,0,0,0,0,76,76.0,0,0,1188,1188.0,0,0,365,365.0,0,0,0,0,0,0,3.2459016393442623,3.2459016393442623,7.080867896690782,4.343805421853684,3.2459016393442623,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,1.0038208260269552,4.37736111402528,-0.5431402167040248,-0.05488537671502173,-0.1470048245729793,-0.1523257223739713,-1.0,-0.1357158053268171,0.8037787925737644,0.8362186868661584,-0.07053883179759045
1,0.0,2,0.0,0,0,1,0,298,945,583,0,1.6181506849315068,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,298,298.0,0,0,945,945.0,0,0,583,583.0,0,0,0,0,0,0,1.6181506849315068,1.6181506849315068,6.852242569051878,5.700443573390687,1.6181506849315068,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,-0.6348424167406594,4.37736111402528,-0.5431402167040248,1.1595865185420164,-0.14999831262162133,0.17200326805766353,-1.0,-0.13776351244313653,0.7080788829620166,1.471376124947613,-0.07068969840891128
1,0.0,2,0.0,0,103,1,0,117,12033,248,0,48.32530120481928,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,103,103,1,0,1,1,0,0,0,0,0,0,117,117.0,1,0,12033,12033.0,0,0,248,248.0,0,0,0,0,1,0,48.32530120481928,48.32530120481928,9.395491255780296,4.770684624465665,48.32530120481928,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,2.4907559907605314,4.37736111402528,-0.5431402167040248,0.16940898231893578,-0.0134065616613633,-0.3263921988900322,-1.0,-0.07900601993895817,1.772653276156632,1.0360770650151858,-0.06636068879949651
1,0.0,2,0.0,0,98,1,0,487,1962,2701,0,0.7261287934863064,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,98,98,1,0,1,1,0,0,0,0,1,0,487,487.0,1,0,1962,1962.0,1,0,2701,2701.0,0,0,0,0,0,0,0.7261287934863064,0.7261287934863064,7.5822291942764615,6.1903154058531475,0.7261287934863064,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,2.3390279127264932,4.37736111402528,-0.5431402167040248,2.1935288077473327,-0.13747001078841584,3.3230528172971243,-1.0,-0.13888567401832913,1.013642814890484,1.7007266984536076,-0.07077237464363963
1,0.0,3,0.0,0,46,0,0,254,50374,900,0,55.90899001109878,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,1,0,254,254.0,1,0,50374,50374.0,0,0,900,900.0,0,0,0,0,1,0,55.90899001109878,55.90899001109878,10.827250299248984,5.541263545158426,55.90899001109878,0.8195619023612999,-0.8622045207286865,2.400777474491211,-0.3689423831300889,0.0,0.7610559011724939,-0.22844813894744725,-0.5431402167040248,0.9188803771397207,0.45891164933856926,0.6436192770798114,-1.0,-0.06946575612005415,2.3719710003160803,1.3968504462976425,-0.06565780152524037
1,0.0,3,0.0,0,0,0,0,59,7007,289,0,24.162068965517243,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59.0,1,0,7007,7007.0,0,0,289,289.0,0,0,0,0,1,0,24.162068965517243,24.162068965517243,8.854807632616227,4.0943445622221,24.162068965517243,0.8195619023612999,-0.8622045207286865,2.400777474491211,-0.3689423831300889,0.0,-0.6348424167406594,-0.22844813894744725,-0.5431402167040248,-0.1478854768022724,-0.07532125685673279,-0.2653945447262843,-1.0,-0.10940331288820321,1.5463293845750374,0.7194248901373241,-0.06860023592224208
1,0.29,3,0.0,0,48,0,0,1570,1128,694,0,1.623021582733813,0,0,1,1,0,0,0.29,0.29,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,1,1,1570,1063.1000000000022,0,0,1128,1128.0,0,0,694,694.0,0,0,0,0,0,0,1.623021582733813,1.623021582733813,7.029087564149662,6.969884650447688,1.623021582733813,0.8195619023612999,0.6505693870696084,2.400777474491211,-0.3689423831300889,0.0,0.8217471323861092,-0.22844813894744725,-0.5431402167040248,5.345138081880587,-0.14774395742449586,0.3371432585985418,-1.0,-0.13775738486442704,0.78210414613355,2.065709213240461,-0.07068924695419486
1,0.0,2,0.0,0,63,1,0,378,34670,1878,0,18.45130388504524,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,63,63,1,0,1,1,0,0,0,0,1,0,378,378.0,1,0,34670,34670.0,1,0,1878,1878.0,0,0,0,0,1,0,18.45130388504524,18.45130388504524,10.453658881643552,5.937536205082426,18.45130388504524,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,1.2769313664882245,4.37736111402528,-0.5431402167040248,1.5972340483643728,0.26545594433497155,2.0986364910345765,-1.0,-0.11658744278424728,2.215589967357942,1.5823793046552623,-0.06912953297066611
1,0.0,2,0.0,0,106,1,0,526,2338,776,0,3.009009009009009,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,106,106,1,0,1,1,0,0,0,0,1,0,526,526.0,1,0,2338,2338.0,0,0,776,776.0,0,0,0,0,0,0,3.009009009009009,3.009009009009009,7.757478766584179,6.267200548541362,3.009009009009009,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,2.5817928375809545,4.37736111402528,-0.5431402167040248,2.4068819785357314,-0.13283811158557882,0.45913856692603744,-1.0,-0.13601381573413776,1.087000252592378,1.7367231579376985,-0.07056078797478615
1,0.0,2,0.0,0,40,0,0,228,3516,999,0,3.516,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,0,228,228.0,1,0,3516,3516.0,0,0,999,999.0,0,0,0,0,0,0,3.516,3.516,8.165363632473982,5.43372200355424,3.516,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,0.5789822075316478,-0.22844813894744725,-0.5431402167040248,0.7766449299474549,-0.11832646993413726,0.7909062956703244,-1.0,-0.1353760221838728,1.2577361251257402,1.3465011250912045,-0.07051379797759179
1,0.0,1,0.0,0,35,1,1,35,1809,416,0,4.338129496402877,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,35,35,1,0,1,1,1,0,1,1,0,0,35,35.0,1,0,1809,1809.0,0,0,416,416.0,0,0,0,0,1,0,4.338129496402877,4.338129496402877,7.501082124259871,3.58351893845611,4.338129496402877,0.8195619023612999,-0.8622045207286865,-0.2526016971392166,-0.3689423831300889,0.0,0.4272541294976094,4.37736111402528,1.8411451946393675,-0.27917973574897925,-0.13935479955978303,-0.07645059158491911,-1.0,-0.1343417850877394,0.979675592859374,0.4802640688601275,-0.0704375996556968
1,0.0,2,0.0,0,30,0,0,281,427,470,0,0.9065817409766456,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,1,0,281,281.0,0,0,427,427.0,0,0,470,470.0,0,0,0,0,0,0,0.9065817409766456,0.9065817409766456,6.059123195581797,5.641907070938114,0.9065817409766456,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,0.275526051463571,-0.22844813894744725,-0.5431402167040248,1.0665864184547658,-0.15637949290638087,0.0038877821917243727,-1.0,-0.13865866460774634,0.37608831509154234,1.4439702209562635,-0.07075564952692756
1,0.0,1,0.0,0,27,0,0,285,759,956,0,0.7931034482758621,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,1,0,285,285.0,0,0,759,759.0,0,0,956,956.0,0,0,0,0,0,0,0.7931034482758621,0.7931034482758621,6.633318433280377,5.655991810819852,0.7931034482758621,0.8195619023612999,-0.8622045207286865,-0.2526016971392166,-0.3689423831300889,0.0,0.18448920464314794,-0.22844813894744725,-0.5431402167040248,1.0884687949458836,-0.15228962446132263,0.7269331461815157,-1.0,-0.13880142005008306,0.6164397797115964,1.4505644828743682,-0.07076616715889812
1,0.0,0,0.0,0,0,0,0,148,15338538,61,0,247395.7741935484,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148.0,1,1,15338538,675367.1200000026,0,0,61,61.0,0,0,0,0,1,1,247395.7741935484,7074.528523109075,13.423013184161299,5.003946305945459,247395.7741935484,0.8195619023612999,-0.8622045207286865,-1.5792912829544303,-0.3689423831300889,0.0,-0.6348424167406594,-0.22844813894744725,-0.5431402167040248,0.33899740012509877,8.158127432069,-0.6046010117832235,-1.0,8.75994216141255,3.458527227594581,1.1452866518482134,22.858811821205194
1,0.0,1,0.0,0,109,1,1,57,109,179,0,0.6055555555555555,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,1,0,109,109,1,0,1,1,1,0,1,1,0,0,57,57.0,0,0,109,109.0,0,0,179,179.0,0,0,0,0,0,0,0.6055555555555555,0.6055555555555555,4.700480365792417,4.060443010546419,0.6055555555555555,0.8195619023612999,-0.8622045207286865,-0.2526016971392166,-0.3689423831300889,0.0,2.6728296844013775,4.37736111402528,1.8411451946393675,-0.1588266650478313,-0.16029689701941857,-0.42904678760463216,-1.0,-0.13903735488614194,-0.1926238103246444,0.7035526970363737,-0.07078354986413221
1,0.0,6,0.0,0,0,0,1,17,536,665,0,0.8048048048048048,0,0,1,1,0,0,0.0,0.0,1,1,6,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,17,17.0,0,0,536,536.0,0,0,665,665.0,0,0,0,0,0,0,0.8048048048048048,0.8048048048048048,6.285998094508865,2.8903717578961645,0.8048048048048048,0.8195619023612999,-0.8622045207286865,3.727467060306425,-0.3689423831300889,0.0,-0.6348424167406594,-0.22844813894744725,1.8411451946393675,-0.3776504299590094,-0.15503673489279246,0.2939985763851592,-1.0,-0.1387866997693362,0.47105551555319536,0.15574305570783728,-0.0707650826293498
1,0.0,2,0.0,0,132,1,0,511,121354,176,0,685.6158192090395,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,132,132,1,0,1,1,0,0,0,0,1,0,511,511.0,1,0,121354,121354.0,0,0,176,176.0,0,0,0,0,1,0,685.6158192090395,685.6158192090395,11.70647541343736,6.238324625039508,685.6158192090395,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,3.370778843357954,4.37736111402528,-0.5431402167040248,2.32482306669404,1.3333058126826454,-0.4335100305922235,-1.0,0.7227040483871472,2.7400044322423183,1.7232038878413247,-0.007293998887542298
1,0.0,2,0.0,0,126,1,0,230,2284,130,0,17.435114503816795,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,126,126,1,0,1,1,0,0,0,0,1,0,230,230.0,1,0,2284,2284.0,0,0,130,130.0,0,0,0,0,1,0,17.435114503816795,17.435114503816795,7.734121303328305,5.442417710521793,17.435114503816795,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,3.188705149717108,4.37736111402528,-0.5431402167040248,0.7875861181930138,-0.1335033311519437,-0.5019464230686235,-1.0,-0.11786580678816853,1.0772230894695005,1.3505723234085751,-0.069223717555839
1,0.0,2,0.0,0,122,0,1,15,186,174,0,1.062857142857143,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,122,122,0,0,0,0,1,0,1,1,0,0,15,15.0,0,0,186,186.0,0,0,174,174.0,0,0,0,0,0,0,1.062857142857143,1.062857142857143,5.231108616854587,2.772588722239781,1.062857142857143,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,3.0673226872898773,-0.22844813894744725,1.8411451946393675,-0.3885916182045683,-0.15934834319330565,-0.43648552591728434,-1.0,-0.13846207049630144,0.02949101915870305,0.10059882207987375,-0.07074116528395993
1,0.0,2,0.0,0,138,0,1,980,687,1517,0,0.4525691699604743,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,1,138,135,0,0,0,0,1,0,1,1,1,0,980,980.0,0,0,687,687.0,1,0,1517,1517.0,0,0,0,0,0,0,0.4525691699604743,0.4525691699604743,6.5337888379333435,6.8885724595653635,0.4525691699604743,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,3.461815690178377,-0.22844813894744725,1.8411451946393675,4.890531710277603,-0.15317658388314248,1.5615595848610895,-1.0,-0.13922981142234225,0.5747778458533804,2.0276400768336043,-0.0707977292676278
1,0.13,0,0.0,0,0,0,1,53,966,952,0,1.0136411332633788,0,0,1,1,0,0,0.13,0.13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,53,53.0,0,0,966,966.0,0,0,952,952.0,0,0,0,0,0,0,1.0136411332633788,1.0136411332633788,6.874198495453294,3.9889840465642745,1.0136411332633788,0.8195619023612999,-0.18406449309496803,-1.5792912829544303,-0.3689423831300889,0.0,-0.6348424167406594,-0.22844813894744725,1.8411451946393675,-0.18070904153894912,-0.14973961612359055,0.720982155531394,-1.0,-0.13852398412799602,0.7172693790184131,0.6700966922502545,-0.07074572682488241
1,0.0,2,0.0,0,50,0,1,111,177,170,0,1.0350877192982455,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,1,1,0,0,111,111.0,0,0,177,177.0,0,0,170,170.0,0,0,0,0,0,0,1.0350877192982455,1.0350877192982455,5.181783550292085,4.718498871295094,1.0350877192982455,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,0.8824383635997246,-0.22844813894744725,1.8411451946393675,0.1365854175822591,-0.15945921312103314,-0.44243651656740607,-1.0,-0.13849700436998985,0.008844118570853978,1.0116444856640758,-0.07074373906763323
1,0.0,2,0.0,0,35,0,0,719,744,967,0,0.768595041322314,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,1,0,719,719.0,0,0,744,744.0,0,0,967,967.0,0,0,0,0,0,0,0.768595041322314,0.768595041322314,6.61338421837956,6.579251212010101,0.768595041322314,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,0.4272541294976094,-0.22844813894744725,-0.5431402167040248,3.462706644232166,-0.15247440767420176,0.7432983704693505,-1.0,-0.13883225157206275,0.6080955486332162,1.8828205529843216,-0.07076843869822416
1,0.0,2,0.0,0,56,1,0,1164,542073,674,0,803.0711111111111,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,56,56,1,0,1,1,0,0,0,0,1,1,1164,1063.1000000000022,1,0,542073,542073.0,0,0,674,674.0,0,0,0,0,1,0,803.0711111111111,803.0711111111111,13.203157802467539,6.969884650447688,803.0711111111111,0.8195619023612999,-0.8622045207286865,1.0740878886759972,-0.3689423831300889,0.0,1.0645120572405706,4.37736111402528,-0.5431402167040248,5.345138081880587,6.51609304863582,0.3073883053479331,-1.0,0.8704625469616528,3.3664983156055275,2.065709213240461,0.003592237623592783
1,0.18,2,0.0,0,9,0,0,497,5315651,2703,0,1965.8472633136096,0,0,1,1,0,0,0.18,0.18,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,1,0,497,497.0,1,1,5315651,675367.1200000026,1,0,2703,2703.0,0,0,0,0,1,0,1965.8472633136096,1965.8472633136096,13.423013184161299,6.210600077024653,1965.8472633136096,0.8195619023612999,0.07675859445646208,1.0740878886759972,-0.3689423831300889,0.0,-0.3617318762793903,-0.22844813894744725,-0.5431402167040248,2.2482347489751273,8.158127432069,3.3260283126221855,-1.0,2.3332323859820066,3.458527227594581,1.7102236743119241,0.11136308385279314
1,0.33,0,0.0,0,0,0,1,18,267,328,0,0.8115501519756839,0,0,1,1,0,0,0.33,0.33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,18,18.0,0,0,267,267.0,0,0,328,328.0,0,0,0,0,0,0,0.8115501519756839,0.8115501519756839,5.5909869805108565,2.9444389791664403,0.8115501519756839,0.8195619023612999,0.8592278571107527,-1.5792912829544303,-0.3689423831300889,0.0,-0.6348424167406594,-0.22844813894744725,1.8411451946393675,-0.37217983583622993,-0.1583505138437583,-0.20737238588759738,-1.0,-0.1387782141374486,0.18013192683418425,0.1810565099309141,-0.07076445744300473
