profile_pic,username_num_length,fullname_words,fullname_num_length,name_eq_username,description_length,external_url,private,num_posts,num_followers,num_follows,fake,followers_following_ratio,profile_pic_outlier_iqr,profile_pic_outlier_p,profile_pic_orig,profile_pic_capped,username_num_length_outlier_iqr,username_num_length_outlier_p,username_num_length_orig,username_num_length_capped,fullname_words_outlier_iqr,fullname_words_outlier_p,fullname_words_orig,fullname_words_capped,fullname_num_length_outlier_iqr,fullname_num_length_outlier_p,fullname_num_length_orig,fullname_num_length_capped,name_eq_username_outlier_iqr,name_eq_username_outlier_p,name_eq_username_orig,name_eq_username_capped,description_length_outlier_iqr,description_length_outlier_p,description_length_orig,description_length_capped,external_url_outlier_iqr,external_url_outlier_p,external_url_orig,external_url_capped,private_outlier_iqr,private_outlier_p,private_orig,private_capped,num_posts_outlier_iqr,num_posts_outlier_p,num_posts_orig,num_posts_capped,num_followers_outlier_iqr,num_followers_outlier_p,num_followers_orig,num_followers_capped,num_follows_outlier_iqr,num_follows_outlier_p,num_follows_orig,num_follows_capped,fake_outlier_iqr,fake_outlier_p,fake_orig,fake_capped,followers_following_ratio_outlier_iqr,followers_following_ratio_outlier_p,followers_following_ratio_orig,followers_following_ratio_capped,log_num_followers,log_num_posts,followers_following_ratio_clipped
1,0.0,2,0.0,0,98,1,0,487,1962,2701,0,0.7261287934863064,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,98,98,1,0,1,1,0,0,0,0,1,0,487,487.0,1,0,1962,1962.0,1,0,2701,2701.0,0,0,0,0,0,0,0.7261287934863064,0.7261287934863064,7.5822291942764615,6.1903154058531475,0.7261287934863064
1,0.0,3,0.0,0,46,0,0,254,50374,900,0,55.90899001109878,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,1,0,254,254.0,1,0,50374,50374.0,0,0,900,900.0,0,0,0,0,1,0,55.90899001109878,55.90899001109878,10.827250299248984,5.541263545158426,55.90899001109878
1,0.0,3,0.0,0,0,0,0,59,7007,289,0,24.162068965517243,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59.0,1,0,7007,7007.0,0,0,289,289.0,0,0,0,0,1,0,24.162068965517243,24.162068965517243,8.854807632616227,4.0943445622221,24.162068965517243
1,0.29,3,0.0,0,48,0,0,1570,1128,694,0,1.623021582733813,0,0,1,1,0,0,0.29,0.29,0,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,1,1,1570,1063.1000000000022,0,0,1128,1128.0,0,0,694,694.0,0,0,0,0,0,0,1.623021582733813,1.623021582733813,7.029087564149662,6.969884650447688,1.623021582733813
1,0.0,2,0.0,0,63,1,0,378,34670,1878,0,18.45130388504524,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,63,63,1,0,1,1,0,0,0,0,1,0,378,378.0,1,0,34670,34670.0,1,0,1878,1878.0,0,0,0,0,1,0,18.45130388504524,18.45130388504524,10.453658881643552,5.937536205082426,18.45130388504524
1,0.0,2,0.0,0,106,1,0,526,2338,776,0,3.009009009009009,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,106,106,1,0,1,1,0,0,0,0,1,0,526,526.0,1,0,2338,2338.0,0,0,776,776.0,0,0,0,0,0,0,3.009009009009009,3.009009009009009,7.757478766584179,6.267200548541362,3.009009009009009
1,0.0,2,0.0,0,40,0,0,228,3516,999,0,3.516,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,0,228,228.0,1,0,3516,3516.0,0,0,999,999.0,0,0,0,0,0,0,3.516,3.516,8.165363632473982,5.43372200355424,3.516
1,0.0,1,0.0,0,35,1,1,35,1809,416,0,4.338129496402877,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,35,35,1,0,1,1,1,0,1,1,0,0,35,35.0,1,0,1809,1809.0,0,0,416,416.0,0,0,0,0,1,0,4.338129496402877,4.338129496402877,7.501082124259871,3.58351893845611,4.338129496402877
1,0.0,2,0.0,0,30,0,0,281,427,470,0,0.9065817409766456,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,1,0,281,281.0,0,0,427,427.0,0,0,470,470.0,0,0,0,0,0,0,0.9065817409766456,0.9065817409766456,6.059123195581797,5.641907070938114,0.9065817409766456
1,0.0,1,0.0,0,27,0,0,285,759,956,0,0.7931034482758621,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,1,0,285,285.0,0,0,759,759.0,0,0,956,956.0,0,0,0,0,0,0,0.7931034482758621,0.7931034482758621,6.633318433280377,5.655991810819852,0.7931034482758621
1,0.0,0,0.0,0,0,0,0,148,15338538,61,0,247395.7741935484,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148.0,1,1,15338538,675367.1200000026,0,0,61,61.0,0,0,0,0,1,1,247395.7741935484,7074.528523109075,13.423013184161299,5.003946305945459,247395.7741935484
1,0.0,1,0.0,0,109,1,1,57,109,179,0,0.6055555555555555,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,1,0,109,109,1,0,1,1,1,0,1,1,0,0,57,57.0,0,0,109,109.0,0,0,179,179.0,0,0,0,0,0,0,0.6055555555555555,0.6055555555555555,4.700480365792417,4.060443010546419,0.6055555555555555
1,0.0,6,0.0,0,0,0,1,17,536,665,0,0.8048048048048048,0,0,1,1,0,0,0.0,0.0,1,1,6,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,17,17.0,0,0,536,536.0,0,0,665,665.0,0,0,0,0,0,0,0.8048048048048048,0.8048048048048048,6.285998094508865,2.8903717578961645,0.8048048048048048
1,0.0,2,0.0,0,132,1,0,511,121354,176,0,685.6158192090395,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,132,132,1,0,1,1,0,0,0,0,1,0,511,511.0,1,0,121354,121354.0,0,0,176,176.0,0,0,0,0,1,0,685.6158192090395,685.6158192090395,11.70647541343736,6.238324625039508,685.6158192090395
1,0.0,2,0.0,0,126,1,0,230,2284,130,0,17.435114503816795,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,126,126,1,0,1,1,0,0,0,0,1,0,230,230.0,1,0,2284,2284.0,0,0,130,130.0,0,0,0,0,1,0,17.435114503816795,17.435114503816795,7.734121303328305,5.442417710521793,17.435114503816795
1,0.0,2,0.0,0,122,0,1,15,186,174,0,1.062857142857143,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,122,122,0,0,0,0,1,0,1,1,0,0,15,15.0,0,0,186,186.0,0,0,174,174.0,0,0,0,0,0,0,1.062857142857143,1.062857142857143,5.231108616854587,2.772588722239781,1.062857142857143
1,0.0,2,0.0,0,138,0,1,980,687,1517,0,0.4525691699604743,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,1,138,135,0,0,0,0,1,0,1,1,1,0,980,980.0,0,0,687,687.0,1,0,1517,1517.0,0,0,0,0,0,0,0.4525691699604743,0.4525691699604743,6.5337888379333435,6.8885724595653635,0.4525691699604743
1,0.13,0,0.0,0,0,0,1,53,966,952,0,1.0136411332633788,0,0,1,1,0,0,0.13,0.13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,53,53.0,0,0,966,966.0,0,0,952,952.0,0,0,0,0,0,0,1.0136411332633788,1.0136411332633788,6.874198495453294,3.9889840465642745,1.0136411332633788
1,0.0,2,0.0,0,50,0,1,111,177,170,0,1.0350877192982455,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,1,1,0,0,111,111.0,0,0,177,177.0,0,0,170,170.0,0,0,0,0,0,0,1.0350877192982455,1.0350877192982455,5.181783550292085,4.718498871295094,1.0350877192982455
1,0.0,2,0.0,0,35,0,0,719,744,967,0,0.768595041322314,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,1,0,719,719.0,0,0,744,744.0,0,0,967,967.0,0,0,0,0,0,0,0.768595041322314,0.768595041322314,6.61338421837956,6.579251212010101,0.768595041322314
1,0.0,2,0.0,0,56,1,0,1164,542073,674,0,803.0711111111111,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,56,56,1,0,1,1,0,0,0,0,1,1,1164,1063.1000000000022,1,0,542073,542073.0,0,0,674,674.0,0,0,0,0,1,0,803.0711111111111,803.0711111111111,13.203157802467539,6.969884650447688,803.0711111111111
1,0.18,2,0.0,0,9,0,0,497,5315651,2703,0,1965.8472633136096,0,0,1,1,0,0,0.18,0.18,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,1,0,497,497.0,1,1,5315651,675367.1200000026,1,0,2703,2703.0,0,0,0,0,1,0,1965.8472633136096,1965.8472633136096,13.423013184161299,6.210600077024653,1965.8472633136096
1,0.33,0,0.0,0,0,0,1,18,267,328,0,0.8115501519756839,0,0,1,1,0,0,0.33,0.33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,18,18.0,0,0,267,267.0,0,0,328,328.0,0,0,0,0,0,0,0.8115501519756839,0.8115501519756839,5.5909869805108565,2.9444389791664403,0.8115501519756839
1,0.0,2,0.0,0,81,0,0,50,691,680,0,1.014684287812041,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,81,81,0,0,0,0,0,0,0,0,0,0,50,50.0,0,0,691,691.0,0,0,680,680.0,0,0,0,0,0,0,1.014684287812041,1.014684287812041,6.539585955617669,3.9318256327243257,1.014684287812041
1,0.0,2,0.0,0,134,0,1,74,120,112,0,1.0619469026548674,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,134,134,0,0,0,0,1,0,1,1,0,0,74,74.0,0,0,120,120.0,0,0,112,112.0,0,0,0,0,0,0,1.0619469026548674,1.0619469026548674,4.795790545596741,4.31748811353631,1.0619469026548674
1,0.0,2,0.0,0,0,0,0,8,105,98,0,1.0606060606060606,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.0,0,0,105,105.0,0,0,98,98.0,0,0,0,0,0,0,1.0606060606060606,1.0606060606060606,4.663439094112067,2.1972245773362196,1.0606060606060606
1,0.0,0,0.0,0,2,0,0,7389,890969,11,0,74247.41666666667,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,7389,1063.1000000000022,1,1,890969,675367.1200000026,0,0,11,11.0,0,0,0,0,1,1,74247.41666666667,7074.528523109075,13.423013184161299,6.969884650447688,74247.41666666667
1,0.0,2,0.0,0,0,1,0,420,361853,583,0,619.611301369863,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,420,420.0,1,0,361853,361853.0,0,0,583,583.0,0,0,0,0,1,0,619.611301369863,619.611301369863,12.798996094537445,6.042632833682381,619.611301369863
1,0.0,2,0.0,0,23,0,0,433,3678,1359,0,2.7044117647058825,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,1,0,433,433.0,1,0,3678,3678.0,0,0,1359,1359.0,0,0,0,0,0,0,2.7044117647058825,2.7044117647058825,8.210396255104774,6.073044534100405,2.7044117647058825
1,0.0,2,0.0,0,138,1,0,156,92192,16,0,5423.058823529412,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,1,138,135,1,0,1,1,0,0,0,0,0,0,156,156.0,1,0,92192,92192.0,0,0,16,16.0,0,0,0,0,1,0,5423.058823529412,5423.058823529412,11.431639484753578,5.056245805348308,5423.058823529412
1,0.0,4,0.0,0,35,0,0,4494,12397719,8,0,1377524.3333333333,0,0,1,1,0,0,0.0,0.0,1,0,4,4,0,0,0.0,0.0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,1,1,4494,1063.1000000000022,1,1,12397719,675367.1200000026,0,0,8,8.0,0,0,0,0,1,1,1377524.3333333333,7074.528523109075,13.423013184161299,6.969884650447688,247512.9764193787
1,0.0,3,0.0,0,93,0,0,751,380510,0,0,380510.0,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,1,0,93,93,0,0,0,0,0,0,0,0,1,0,751,751.0,1,0,380510,380510.0,0,0,0,0.0,0,0,0,0,1,1,380510.0,7074.528523109075,12.84927036519584,6.62273632394984,247512.9764193787
1,0.0,2,0.0,0,4,0,1,4,132,183,0,0.717391304347826,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,1,1,0,0,4,4.0,0,0,132,132.0,0,0,183,183.0,0,0,0,0,0,0,0.717391304347826,0.717391304347826,4.890349128221754,1.6094379124341003,0.717391304347826
1,0.0,2,0.0,0,1,0,1,27,162,208,0,0.7751196172248804,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,27,27.0,0,0,162,162.0,0,0,208,208.0,0,0,0,0,0,0,0.7751196172248804,0.7751196172248804,5.093750200806762,3.332204510175204,0.7751196172248804
1,0.0,1,0.0,0,4,0,0,91,369,546,0,0.6745886654478976,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,91,91.0,0,0,369,369.0,0,0,546,546.0,0,0,0,0,0,0,0.6745886654478976,0.6745886654478976,5.91350300563827,4.5217885770490405,0.6745886654478976
1,0.0,0,0.0,0,23,0,0,262,1476,666,0,2.212893553223388,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,1,0,262,262.0,0,0,1476,1476.0,0,0,666,666.0,0,0,0,0,0,0,2.212893553223388,2.212893553223388,7.29776828253138,5.572154032177765,2.212893553223388
1,0.0,3,0.0,0,91,1,0,274,1798,461,0,3.891774891774892,0,0,1,1,0,0,0.0,0.0,0,0,3,3,0,0,0.0,0.0,0,0,0,0,1,0,91,91,1,0,1,1,0,0,0,0,1,0,274,274.0,1,0,1798,1798.0,0,0,461,461.0,0,0,0,0,1,0,3.891774891774892,3.891774891774892,7.4949862339505335,5.616771097666572,3.891774891774892
1,0.0,2,0.0,0,57,0,0,271,2118,1109,0,1.908108108108108,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,1,0,271,271.0,1,0,2118,2118.0,0,0,1109,1109.0,0,0,0,0,0,0,1.908108108108108,1.908108108108108,7.6586995582682995,5.605802066295998,1.908108108108108
1,0.0,1,0.0,0,108,1,0,713,812,432,0,1.8752886836027716,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,1,0,108,108,1,0,1,1,0,0,0,0,1,0,713,713.0,0,0,812,812.0,0,0,432,432.0,0,0,0,0,0,0,1.8752886836027716,1.8752886836027716,6.70073110954781,6.570882962339584,1.8752886836027716
1,0.0,2,0.12,0,30,1,0,200,7217,761,0,9.471128608923884,0,0,1,1,0,0,0.0,0.0,0,0,2,2,1,0,0.12,0.12,0,0,0,0,0,0,30,30,1,0,1,1,0,0,0,0,0,0,200,200.0,1,0,7217,7217.0,0,0,761,761.0,0,0,0,0,1,0,9.471128608923884,9.471128608923884,8.884333185202735,5.303304908059076,9.471128608923884
1,0.0,0,0.0,0,82,0,0,12,313,376,0,0.830238726790451,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,82,82,0,0,0,0,0,0,0,0,0,0,12,12.0,0,0,313,313.0,0,0,376,376.0,0,0,0,0,0,0,0.830238726790451,0.830238726790451,5.749392985908253,2.5649493574615367,0.830238726790451
1,0.12,1,0.0,0,12,1,0,26,64,261,0,0.2442748091603053,0,0,1,1,0,0,0.12,0.12,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,12,12,1,0,1,1,0,0,0,0,0,0,26,26.0,0,0,64,64.0,0,0,261,261.0,0,0,0,0,0,0,0.2442748091603053,0.2442748091603053,4.174387269895637,3.295836866004329,0.2442748091603053
1,0.0,2,0.0,0,54,0,0,75,1759,643,0,2.731366459627329,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,75,75.0,1,0,1759,1759.0,0,0,643,643.0,0,0,0,0,0,0,2.731366459627329,2.731366459627329,7.473069088032197,4.330733340286331,2.731366459627329
1,0.0,1,0.0,0,0,0,1,94,404,283,0,1.4225352112676055,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,94,94.0,0,0,404,404.0,0,0,283,283.0,0,0,0,0,0,0,1.4225352112676055,1.4225352112676055,6.003887067106539,4.553876891600541,1.4225352112676055
1,0.0,1,0.0,0,12,0,0,63,1843,598,0,3.0767946577629384,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,63,63.0,1,0,1843,1843.0,0,0,598,598.0,0,0,0,0,0,0,3.0767946577629384,3.0767946577629384,7.519692404116539,4.1588830833596715,3.0767946577629384
1,0.12,2,0.0,0,0,0,0,69,320377,228,0,1399.0262008733623,0,0,1,1,0,0,0.12,0.12,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69.0,1,0,320377,320377.0,0,0,228,228.0,0,0,0,0,1,0,1399.0262008733623,1399.0262008733623,12.677256827649062,4.248495242049359,1399.0262008733623
1,0.0,1,0.0,0,3,0,0,12,108,97,0,1.1020408163265305,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,12.0,0,0,108,108.0,0,0,97,97.0,0,0,0,0,0,0,1.1020408163265305,1.1020408163265305,4.6913478822291435,2.5649493574615367,1.1020408163265305
1,0.0,1,0.0,0,39,1,0,63,384,447,0,0.8571428571428571,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,39,39,1,0,1,1,0,0,0,0,0,0,63,63.0,0,0,384,384.0,0,0,447,447.0,0,0,0,0,0,0,0.8571428571428571,0.8571428571428571,5.953243334287785,4.1588830833596715,0.8571428571428571
1,0.19,2,0.0,0,0,0,0,19,60,100,0,0.594059405940594,0,0,1,1,0,0,0.19,0.19,0,0,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19.0,0,0,60,60.0,0,0,100,100.0,0,0,0,0,0,0,0.594059405940594,0.594059405940594,4.110873864173311,2.995732273553991,0.594059405940594
1,0.0,1,0.0,0,68,1,0,100,802,151,0,5.276315789473684,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,68,68,1,0,1,1,0,0,0,0,0,0,100,100.0,0,0,802,802.0,0,0,151,151.0,0,0,0,0,1,0,5.276315789473684,5.276315789473684,6.688354713946762,4.61512051684126,5.276315789473684
1,0.0,2,0.0,0,129,1,0,661,51145,528,0,96.68241965973534,0,0,1,1,0,0,0.0,0.0,0,0,2,2,0,0,0.0,0.0,0,0,0,0,1,0,129,129,1,0,1,1,0,0,0,0,1,0,661,661.0,1,0,51145,51145.0,0,0,528,528.0,0,0,0,0,1,0,96.68241965973534,96.68241965973534,10.842439566953361,6.495265555937008,96.68241965973534
