default_profile_image,statuses_count,followers_count,friends_count,protected,name_length,follower_ratio,is_fake
0.0,2178,93,210,0.0,5,0.44075829383886256,0
0.0,6641,1471,1977,0.0,14,0.743680485338726,0
0.0,1296,351,422,0.0,7,0.8297872340425532,0
0.0,500,108,151,0.0,14,0.7105263157894737,0
0.0,162921,1249,1724,0.0,5,0.7240579710144928,0
0.0,23663,473,457,0.0,1,1.0327510917030567,0
0.0,94113,1357,520,0.0,4,2.6046065259117084,0
0.0,7811,244,242,0.0,5,1.0041152263374487,0
0.0,7051,189,206,0.0,6,0.9130434782608695,0
0.0,5210,641,426,0.0,13,1.5011709601873535,0
0.0,711,49,205,0.0,7,0.23786407766990292,0
0.0,24257,510,322,0.0,9,1.5789473684210527,0
0.0,45,41,219,0.0,12,0.18636363636363637,0
0.0,80156,1962,1094,0.0,9,1.7917808219178082,0
0.0,2685,167,156,0.0,4,1.0636942675159236,0
0.0,4952,22,301,0.0,9,0.0728476821192053,0
0.0,160869,1592,1303,0.0,17,1.2208588957055215,0
0.0,13,13,51,0.0,14,0.25,0
0.0,61850,836,688,0.0,12,1.2133526850507983,0
0.0,78397,1712,1009,0.0,21,1.695049504950495,0
0.0,5297,1331,1943,0.0,15,0.6846707818930041,0
0.0,4156,1242,1999,0.0,13,0.621,0
0.0,22364,1236,624,0.0,3,1.9776,0
0.0,23056,433,288,0.0,3,1.4982698961937717,0
0.0,12230,1203,2001,0.0,19,0.6008991008991009,0
0.0,26559,326,264,0.0,5,1.230188679245283,0
0.0,23645,1008,1756,0.0,13,0.5737051792828686,0
0.0,94769,1477,908,0.0,16,1.624862486248625,0
0.0,37857,372,547,0.0,10,0.6788321167883211,0
0.0,5279,244,275,0.0,9,0.8840579710144928,0
0.0,1002,302,275,0.0,11,1.0942028985507246,0
0.0,104,122,435,0.0,11,0.2798165137614679,0
0.0,2348,193,191,0.0,13,1.0052083333333333,0
0.0,32443,491,208,0.0,11,2.349282296650718,0
0.0,4265,171,129,0.0,16,1.3153846153846154,0
0.0,2117,370,330,0.0,18,1.1178247734138973,0
0.0,14524,349,333,0.0,3,1.0449101796407185,0
0.0,1049,53,186,0.0,6,0.28342245989304815,0
0.0,10383,374,372,0.0,13,1.002680965147453,0
0.0,125,23,84,0.0,12,0.27058823529411763,0
0.0,306,330,336,0.0,13,0.9792284866468842,0
0.0,16064,41442,4967,0.0,20,8.341787439613526,0
0.0,6509,315,317,0.0,12,0.9905660377358491,0
0.0,19697,746,237,0.0,16,3.134453781512605,0
0.0,1916,221,265,0.0,14,0.8308270676691729,0
0.0,8158,158,347,0.0,3,0.4540229885057471,0
0.0,107367,2856,265,0.0,1,10.736842105263158,0
0.0,62631,52287,209,0.0,14,248.9857142857143,0
0.0,48397,1824,758,0.0,5,2.4031620553359683,0
0.0,15449,572,481,0.0,5,1.1867219917012448,0
0.0,22761,4056,101,0.0,5,39.76470588235294,0
0.0,3085,183,221,0.0,26,0.8243243243243243,0
0.0,78,56,216,0.0,10,0.25806451612903225,0
0.0,4416,168,212,0.0,22,0.7887323943661971,0
0.0,11770,1577,678,0.0,12,2.322533136966127,0
0.0,40408,308,149,0.0,5,2.0533333333333332,0
0.0,54344,27856,756,0.0,19,36.797886393659184,0
0.0,3078,309,421,0.0,13,0.7322274881516587,0
0.0,14018,1155,809,0.0,17,1.4259259259259258,0
0.0,3833,135,327,0.0,15,0.4115853658536585,0
0.0,487,195,863,0.0,6,0.22569444444444445,0
0.0,2501,118,109,0.0,11,1.0727272727272728,0
0.0,2984,1450,1798,0.0,12,0.8060033351862146,0
0.0,14879,1080,1996,0.0,6,0.5408112168252378,0
0.0,16425,550,377,0.0,7,1.4550264550264551,0
0.0,263,647,198,0.0,2,3.251256281407035,0
0.0,66,15,49,1.0,14,0.3,0
0.0,3621,73,71,0.0,5,1.0138888888888888,0
0.0,780,147,171,0.0,7,0.8546511627906976,0
0.0,9209,439,564,0.0,19,0.7769911504424779,0
0.0,86825,1050,145,0.0,9,7.191780821917808,0
0.0,410,85,179,0.0,20,0.4722222222222222,0
0.0,52736,1293,1226,0.0,7,1.0537897310513447,0
0.0,253,144,185,0.0,16,0.7741935483870968,0
0.0,19036,423,427,0.0,13,0.9883177570093458,0
0.0,2173,394,1012,0.0,12,0.3889437314906219,0
0.0,5561,57,185,0.0,12,0.3064516129032258,0
0.0,5042,331,261,0.0,18,1.2633587786259541,0
0.0,52000,465,272,0.0,13,1.7032967032967032,0
0.0,313,101,173,0.0,12,0.5804597701149425,0
0.0,468,54,97,0.0,3,0.5510204081632653,0
0.0,1745,289,215,0.0,14,1.337962962962963,0
0.0,63440,986,658,0.0,12,1.4962063732928679,0
0.0,89,41,284,0.0,13,0.14385964912280702,0
0.0,2631,255,169,0.0,1,1.5,0
0.0,5816,359,441,0.0,11,0.8122171945701357,0
0.0,24185,558,354,1.0,17,1.5718309859154929,0
0.0,11182,280,285,0.0,12,0.9790209790209791,0
0.0,1323,333,272,0.0,4,1.2197802197802199,0
0.0,9496,134,425,0.0,16,0.3145539906103286,0
0.0,1102,202,258,0.0,9,0.7799227799227799,0
0.0,25639,1187,434,0.0,15,2.7287356321839082,0
0.0,9053,195,135,0.0,10,1.4338235294117647,0
0.0,15793,549,307,0.0,19,1.7824675324675325,0
0.0,1353,133,98,0.0,9,1.3434343434343434,0
0.0,1325,256,313,0.0,8,0.8152866242038217,0
0.0,6607,245,151,0.0,14,1.611842105263158,0
0.0,78147,1059,713,0.0,11,1.4831932773109244,0
0.0,14281,1261,1147,0.0,22,1.098432055749129,0
0.0,21241,363,342,0.0,5,1.0583090379008746,0
0.0,14412,137,177,0.0,16,0.7696629213483146,0
0.0,7849,189,231,0.0,16,0.8146551724137931,0
0.0,1431,224,302,0.0,19,0.7392739273927392,0
0.0,8260,333,324,0.0,15,1.0246153846153847,0
0.0,2466,3913,165,0.0,20,23.572289156626507,0
0.0,247,51,382,0.0,17,0.13315926892950392,0
0.0,6882,69,35,0.0,8,1.9166666666666667,0
0.0,10532,285,341,0.0,6,0.8333333333333334,0
1.0,61,2,20,0.0,13,0.09523809523809523,0
0.0,1026,205,529,0.0,4,0.3867924528301887,0
0.0,2249,304,194,0.0,6,1.558974358974359,0
0.0,1277,315,253,0.0,10,1.2401574803149606,0
0.0,16439,691,458,0.0,14,1.5054466230936818,0
0.0,4049,305,211,0.0,12,1.4386792452830188,0
0.0,4871,1734,511,0.0,18,3.38671875,0
0.0,1380,563,1670,0.0,5,0.3369239976062238,0
0.0,4558,973,1165,0.0,15,0.8344768439108061,0
0.0,34060,840,1242,0.0,20,0.6757843925985519,0
0.0,57581,153,97,0.0,6,1.5612244897959184,0
0.0,9548,162,168,0.0,18,0.9585798816568047,0
0.0,14374,1175,851,0.0,15,1.3791079812206573,0
0.0,12689,523,495,0.0,14,1.0544354838709677,0
0.0,651,26,62,0.0,6,0.4126984126984127,0
0.0,2622,191,189,0.0,5,1.0052631578947369,0
0.0,5297,689,464,0.0,11,1.4817204301075269,0
0.0,24,15,49,0.0,10,0.3,0
0.0,2662,312,709,0.0,12,0.4394366197183099,0
0.0,34050,1263,774,0.0,15,1.6296774193548387,0
0.0,11570,503,493,0.0,8,1.0182186234817814,0
0.0,6716,126,63,0.0,10,1.96875,0
0.0,7638,482,99,0.0,12,4.82,0
0.0,437,113,167,0.0,10,0.6726190476190477,0
0.0,50832,2621,1105,0.0,20,2.3698010849909585,0
0.0,1560,350,106,0.0,5,3.2710280373831777,0
0.0,610,1149,1995,0.0,14,0.5756513026052105,0
0.0,869,60,116,0.0,12,0.5128205128205128,0
0.0,22664,576,323,0.0,12,1.7777777777777777,0
0.0,12386,237,187,0.0,20,1.2606382978723405,0
0.0,26783,22452,24691,0.0,18,0.9092823586586749,0
0.0,10259,1070,357,0.0,12,2.988826815642458,0
0.0,3263,77,72,0.0,18,1.0547945205479452,0
0.0,31040,453,672,0.0,11,0.6731054977711739,0
0.0,7727,1118,755,0.0,19,1.4788359788359788,0
0.0,16,86,207,0.0,9,0.41346153846153844,0
0.0,317,24,148,0.0,20,0.1610738255033557,0
0.0,3830,331,622,0.0,17,0.5313001605136437,0
0.0,11256,1249,1746,0.0,13,0.7149398969662278,0
0.0,2671,397,496,0.0,17,0.7987927565392354,0
0.0,1128,382,393,0.0,5,0.9695431472081218,0
0.0,2599,67,157,0.0,13,0.4240506329113924,0
0.0,2208,455,393,0.0,8,1.1548223350253808,0
0.0,16828,384,345,0.0,16,1.1098265895953756,0
0.0,1977,124,304,0.0,19,0.4065573770491803,0
0.0,57,31,117,0.0,6,0.2627118644067797,0
0.0,5024,765,961,0.0,28,0.7952182952182952,0
0.0,19707,344,434,0.0,13,0.7908045977011494,0
0.0,1797,82,579,0.0,10,0.1413793103448276,0
0.0,2304,143,569,0.0,9,0.25087719298245614,0
0.0,10977,687,600,0.0,11,1.1430948419301166,0
0.0,5144,330,71,0.0,28,4.583333333333333,0
0.0,1041,1086,256,0.0,10,4.22568093385214,0
0.0,6095,710,373,0.0,14,1.8983957219251337,0
0.0,3201,609,1493,0.0,4,0.40763052208835343,0
0.0,17013,808,985,0.0,13,0.8194726166328601,0
0.0,23443,4326,231,0.0,5,18.646551724137932,0
0.0,2050,220,310,0.0,19,0.707395498392283,0
0.0,134008,4411,841,0.0,14,5.238717339667458,0
0.0,3366,275,1260,0.0,25,0.21808088818398097,0
0.0,1572,2736,2247,0.0,16,1.217081850533808,0
0.0,32547,716,610,0.0,5,1.1718494271685762,0
0.0,27242,548,492,0.0,15,1.1115618661257607,0
0.0,23729,606,270,0.0,15,2.236162361623616,0
0.0,2775,249,271,0.0,12,0.9154411764705882,0
0.0,27,13,49,0.0,10,0.26,0
0.0,612,103,196,0.0,12,0.5228426395939086,0
0.0,11864,583,407,0.0,16,1.428921568627451,0
0.0,3757,410,277,0.0,11,1.474820143884892,0
0.0,5716,271,261,0.0,13,1.034351145038168,0
0.0,14542,1029,552,0.0,15,1.860759493670886,0
0.0,1471,171,212,0.0,9,0.8028169014084507,0
0.0,858,59,124,0.0,15,0.472,0
0.0,5471,243,304,0.0,14,0.7967213114754098,0
0.0,3094,390,376,0.0,14,1.0344827586206897,0
0.0,1889,123,340,0.0,15,0.36070381231671556,0
1.0,2911,78,13,0.0,11,5.571428571428571,0
0.0,41,3,36,0.0,18,0.08108108108108109,0
0.0,48285,938,771,0.0,14,1.2150259067357514,0
0.0,412,32,33,0.0,10,0.9411764705882353,0
0.0,30783,515,846,0.0,12,0.6080283353010626,0
0.0,8793,637,915,0.0,8,0.6954148471615721,0
0.0,9052,758,971,0.0,5,0.779835390946502,0
0.0,27401,307,281,0.0,5,1.0886524822695036,0
0.0,7184,143,124,0.0,24,1.144,0
0.0,2689,473,448,0.0,12,1.0534521158129175,0
0.0,3101,126,158,0.0,6,0.7924528301886793,0
0.0,57117,1732,1094,0.0,7,1.5817351598173517,0
0.0,16004,590,894,0.0,10,0.659217877094972,0
0.0,16527,1199,795,0.0,12,1.506281407035176,0
0.0,10924,578,185,0.0,4,3.10752688172043,0
0.0,91288,1266,2001,0.0,20,0.6323676323676324,0
0.0,152040,1478,538,0.0,10,2.7421150278293136,0
0.0,115585,3877,4241,0.0,4,0.913955681282414,0
0.0,14632,491,497,0.0,13,0.9859437751004017,0
0.0,4282,315,311,0.0,9,1.0096153846153846,0
0.0,44807,951,1011,0.0,17,0.9397233201581028,0
0.0,26577,2474,224,0.0,27,10.995555555555555,0
0.0,1784,140,159,0.0,7,0.875,0
0.0,18047,407,420,0.0,17,0.9667458432304038,0
0.0,2071,283,225,0.0,11,1.252212389380531,0
0.0,23023,450,426,0.0,14,1.053864168618267,0
0.0,38140,1098,525,0.0,6,2.08745247148289,0
0.0,2218,182,120,0.0,20,1.5041322314049588,0
0.0,8890,230,222,0.0,15,1.031390134529148,0
0.0,10292,582,575,0.0,3,1.0104166666666667,0
0.0,101,18,19,0.0,14,0.9,0
0.0,21475,863,2002,0.0,7,0.4308537194208687,0
0.0,124434,1818,1985,0.0,13,0.9154078549848943,0
0.0,3482,232,236,0.0,16,0.9789029535864979,0
0.0,25541,586,297,0.0,5,1.9664429530201342,0
0.0,7558,469,325,0.0,18,1.4386503067484662,0
0.0,430,51,71,0.0,12,0.7083333333333334,0
0.0,1141,270,171,0.0,15,1.569767441860465,0
0.0,3189,219,309,0.0,14,0.7064516129032258,0
0.0,230131,1994,496,0.0,13,4.012072434607646,0
0.0,3134,107,640,0.0,20,0.1669266770670827,0
0.0,37955,465,538,0.0,16,0.862708719851577,0
0.0,137087,2134,1594,0.0,24,1.3379310344827586,0
0.0,3184,428,467,0.0,10,0.9145299145299145,0
0.0,63771,1333,826,0.0,5,1.611850060459492,0
0.0,7878,1415,2036,0.0,10,0.6946489936180658,0
0.0,3101,345,219,0.0,13,1.5681818181818181,0
0.0,10107,309,13,0.0,11,22.071428571428573,0
0.0,156620,1103,642,0.0,4,1.7153965785381027,0
0.0,750,104,102,0.0,11,1.0097087378640777,0
0.0,8359,86922,622,0.0,18,139.52166934189407,0
0.0,20641,7665,2576,0.0,15,2.9743888242142025,0
0.0,194,22,407,0.0,5,0.05392156862745098,0
0.0,4824,117,247,0.0,12,0.4717741935483871,0
0.0,16670,219,518,0.0,9,0.42196531791907516,0
0.0,56,15,28,0.0,12,0.5172413793103449,0
0.0,17418,523,172,0.0,12,3.023121387283237,0
0.0,9576,97,158,0.0,20,0.610062893081761,0
0.0,18506,230,125,0.0,15,1.8253968253968254,0
0.0,2733,177,239,0.0,6,0.7375,0
0.0,27689,1282,838,0.0,12,1.5280095351609058,0
0.0,543,50,57,0.0,6,0.8620689655172413,0
0.0,24580,1057,484,0.0,18,2.179381443298969,0
0.0,27608,1061,313,0.0,7,3.378980891719745,0
0.0,908,190,218,0.0,10,0.867579908675799,0
0.0,6478,938,878,0.0,20,1.0671217292377702,0
0.0,5332,449,369,0.0,18,1.2135135135135136,0
0.0,7511,113,97,0.0,13,1.153061224489796,0
0.0,17879,404,396,0.0,13,1.0176322418136021,0
0.0,5459,1234,1996,0.0,14,0.6179268903355033,0
0.0,3423,620,468,0.0,14,1.3219616204690832,0
0.0,13444,511,231,0.0,15,2.2025862068965516,0
0.0,1219,127,148,0.0,6,0.8523489932885906,0
0.0,17862,564,1085,0.0,13,0.5193370165745856,0
0.0,5438,56,255,0.0,9,0.21875,0
0.0,3098,2506,1991,0.0,12,1.2580321285140563,0
0.0,13382,564,169,0.0,14,3.3176470588235296,0
0.0,9457,46,163,0.0,10,0.2804878048780488,0
0.0,589,170,295,0.0,15,0.5743243243243243,0
0.0,24758,1216,842,0.0,5,1.442467378410439,0
0.0,1121,89,147,0.0,4,0.6013513513513513,0
0.0,944,81,92,0.0,14,0.8709677419354839,0
0.0,471,72,229,0.0,4,0.3130434782608696,0
0.0,3839,226,419,0.0,3,0.5380952380952381,0
0.0,10215,557,998,0.0,17,0.5575575575575575,0
0.0,15970,459,198,0.0,20,2.306532663316583,0
0.0,4537,486,591,0.0,18,0.8209459459459459,0
0.0,182,204,1221,0.0,11,0.16693944353518822,0
0.0,16010,22513,15257,1.0,9,1.475488268449338,0
0.0,4629,489,102,0.0,3,4.747572815533981,0
0.0,4772,452,389,0.0,14,1.158974358974359,0
0.0,348,20,67,0.0,9,0.29411764705882354,0
0.0,1826,78,712,0.0,10,0.1093969144460028,0
0.0,15767,408,411,0.0,12,0.9902912621359223,0
0.0,6564,337,346,0.0,6,0.9711815561959655,0
0.0,4834,240,175,0.0,5,1.3636363636363635,0
0.0,6782,341,322,0.0,12,1.0557275541795665,0
0.0,48449,4825,4572,0.0,10,1.0551060572928055,0
0.0,16318,378,624,0.0,9,0.6048,0
0.0,178,60,100,0.0,4,0.594059405940594,0
0.0,383,241,345,0.0,5,0.6965317919075145,0
0.0,2024,1512,1030,0.0,5,1.466537342386033,0
0.0,1184,33,82,0.0,9,0.39759036144578314,0
0.0,54809,1037,1179,0.0,10,0.8788135593220339,0
0.0,37358,92,215,0.0,8,0.42592592592592593,0
0.0,10348,466,186,0.0,7,2.4919786096256686,0
0.0,283,60,180,0.0,4,0.3314917127071823,0
0.0,19236,495,516,0.0,14,0.9574468085106383,0
0.0,6250,227,453,0.0,15,0.5,0
0.0,9284,342,334,0.0,10,1.0208955223880598,0
0.0,311,136,156,0.0,12,0.8662420382165605,0
0.0,13825,285,100,0.0,4,2.8217821782178216,0
0.0,20276,187,180,0.0,4,1.0331491712707181,0
0.0,63388,2166,1996,0.0,10,1.084626940410616,0
